id,codigo,section,bloque,area_id,exclusivo_rol_id,texto,tipo,opciones,locale,peso,escala,scoring,created_at
86,C2,Cuestionario,Conocimiento,8,7,"Casos de alto impacto (beneficios sociales, empleo público, sanciones) – lo correcto es…",Multiple Choice (una respuesta),"[""A) Automatizar totalmente"",""B) Supervisión humana documentada, evaluación de impacto, criterios de liberación y vías de reclamación"",""C) Omitir notificaciones"",""D) Terceros sin contrato""]",MX/LATAM,8.333333,,"{""Correcta"":100,""Incorrecta"":0}",2025-08-23 01:46:31.086623+00
87,C3,Cuestionario,Conocimiento,8,7,"Con PII/PHI en gobierno, práctica adecuada",Multiple Choice (una respuesta),"[""A) Subir expedientes completos a servicios públicos"",""B) Minimización/anonimización, entornos aprobados, cláusulas de tratamiento/transferencia y controles de acceso"",""C) Compartir por mensajería personal"",""D) Reutilizar sin base legal""]",MX/LATAM,8.333333,,"{""Correcta"":100,""Incorrecta"":0}",2025-08-23 01:46:31.086623+00
88,C4,Cuestionario,Conocimiento,8,7,Compras públicas – cláusulas críticas en contratación de Gen-AI,Multiple Choice (una respuesta),"[""A) Colores del portal"",""B) Seguridad y ubicación/transferencia de datos, confidencialidad, derechos sobre outputs, límites de entrenamiento, SLAs, auditoría y notificación de incidentes"",""C) Foto del proveedor"",""D) Precio sin métricas""]",MX/LATAM,8.333333,,"{""Correcta"":100,""Incorrecta"":0}",2025-08-23 01:46:31.086623+00
89,C5,Cuestionario,Conocimiento,8,7,Riesgo típico al publicar respuestas automáticas,Multiple Choice (una respuesta),"[""A) Mejor ortografía"",""B) Afirmaciones erróneas plausibles; requiere revisión/fact-checking y guardrails"",""C) Bajas de ancho de banda"",""D) Temas de tipografía""]",MX/LATAM,8.333333,,"{""Correcta"":100,""Incorrecta"":0}",2025-08-23 01:46:31.086623+00
90,C6,Cuestionario,Conocimiento,8,7,Audiencias diversas – mejor práctica de accesibilidad/lenguaje,Multiple Choice (una respuesta),"[""A) Un solo registro formal"",""B) Guías de estilo multirregional, lectura fácil y adaptación cultural; revisión humana antes de publicar"",""C) Traducir literal"",""D) Solo jerga técnica""]",MX/LATAM,8.333333,,"{""Correcta"":100,""Incorrecta"":0}",2025-08-23 01:46:31.086623+00
91,A1,Cuestionario,Adopción,9,8,"¿Con qué frecuencia usa Gen-AI para revisión/síntesis de literatura (resúmenes de artículos, state-of-the-art, mapas de temas) con verificación posterior?",Multiple Choice (escala Likert A–E),"[""A) Nunca"",""B) Rara vez (≤ 1/mes)"",""C) Ocasional (2–3/mes)"",""D) Frecuente (semanal)"",""E) Muy frecuente (diaria)""]",MX/LATAM,8.333333,"{""A"":0,""B"":25,""C"":50,""D"":75,""E"":100}","{""A"":0,""B"":25,""C"":50,""D"":75,""E"":100}",2025-08-23 01:46:31.086623+00
92,A2,Cuestionario,Adopción,9,8,"¿Con qué frecuencia usa Gen-AI para redacción de secciones (introducción, métodos, discusión) o edición multilingüe (ES↔EN) con declaración de uso de IA?",Multiple Choice (escala Likert A–E),"[""A) Nunca"",""B) Rara vez (≤ 1/mes)"",""C) Ocasional (2–3/mes)"",""D) Frecuente (semanal)"",""E) Muy frecuente (diaria)""]",MX/LATAM,8.333333,"{""A"":0,""B"":25,""C"":50,""D"":75,""E"":100}","{""A"":0,""B"":25,""C"":50,""D"":75,""E"":100}",2025-08-23 01:46:31.086623+00
93,A3,Cuestionario,Adopción,9,8,"¿Con qué frecuencia emplea Gen-AI para apoyo en análisis (snippets de código, pseudocódigo, plantillas de notebooks) con pruebas y revisión humana?",Multiple Choice (escala Likert A–E),"[""A) Nunca"",""B) Rara vez (≤ 1/mes)"",""C) Ocasional (2–3/mes)"",""D) Frecuente (semanal)"",""E) Muy frecuente (diaria)""]",MX/LATAM,8.333333,"{""A"":0,""B"":25,""C"":50,""D"":75,""E"":100}","{""A"":0,""B"":25,""C"":50,""D"":75,""E"":100}",2025-08-23 01:46:31.086623+00
94,A4,Cuestionario,Adopción,9,8,"¿Con qué frecuencia utiliza Gen-AI para gestión de proyectos (resúmenes de avances, minutas de grupo, planes de trabajo, grant writing con controles de originalidad)?",Multiple Choice (escala Likert A–E),"[""A) Nunca"",""B) Rara vez (≤ 1/mes)"",""C) Ocasional (2–3/mes)"",""D) Frecuente (semanal)"",""E) Muy frecuente (diaria)""]",MX/LATAM,8.333333,"{""A"":0,""B"":25,""C"":50,""D"":75,""E"":100}","{""A"":0,""B"":25,""C"":50,""D"":75,""E"":100}",2025-08-23 01:46:31.086623+00
95,A5,Cuestionario,Adopción,9,8,"¿Con qué frecuencia integra Gen-AI en divulgación (resúmenes para público general, infografías, guiones de video) adaptados a español regional?",Multiple Choice (escala Likert A–E),"[""A) Nunca"",""B) Rara vez (≤ 1/mes)"",""C) Ocasional (2–3/mes)"",""D) Frecuente (semanal)"",""E) Muy frecuente (diaria)""]",MX/LATAM,8.333333,"{""A"":0,""B"":25,""C"":50,""D"":75,""E"":100}","{""A"":0,""B"":25,""C"":50,""D"":75,""E"":100}",2025-08-23 01:46:31.086623+00
96,A6,Cuestionario,Adopción,9,8,"¿Con qué frecuencia aplica buenas prácticas (registro de prompts/outputs, verificación de citas, detección de plagio, políticas de co-autoría/uso de IA de la institución/revista)?",Multiple Choice (escala Likert A–E),"[""A) Nunca"",""B) Rara vez (≤ 1/mes)"",""C) Ocasional (2–3/mes)"",""D) Frecuente (semanal)"",""E) Muy frecuente (diaria)""]",MX/LATAM,8.333333,"{""A"":0,""B"":25,""C"":50,""D"":75,""E"":100}","{""A"":0,""B"":25,""C"":50,""D"":75,""E"":100}",2025-08-23 01:46:31.086623+00
97,C1,Cuestionario,Conocimiento,9,8,Riesgo típico al usar Gen-AI para literatura,Multiple Choice (una respuesta),"[""A) Referencias fabricadas o mal citadas; requiere verificación en bases primarias"",""B) Tamaño de hoja"",""C) Formato APA por sí mismo lo evita"",""D) Traducir garantiza exactitud""]",MX/LATAM,8.333333,,"{""Correcta"":100,""Incorrecta"":0}",2025-08-23 01:46:31.086623+00
98,C2,Cuestionario,Conocimiento,9,8,Política madura sobre autoría y uso de IA,Multiple Choice (una respuesta),"[""A) Incluir a la IA como coautora"",""B) Declarar el uso de IA, mantener autoría y responsabilidad humanas; describir exactamente qué se generó y cómo se verificó"",""C) No declarar"",""D) Delegar revisión a la IA""]",MX/LATAM,8.333333,,"{""Correcta"":100,""Incorrecta"":0}",2025-08-23 01:46:31.086623+00
99,C3,Cuestionario,Conocimiento,9,8,Práctica que mejora reproducibilidad con Gen-AI,Multiple Choice (una respuesta),"[""A) No guardar nada"",""B) Registrar prompts, versión del modelo, seeds, datos y environment; controlar cambios"",""C) Capturas de pantalla sueltas"",""D) Texto final sin materiales""]",MX/LATAM,8.333333,,"{""Correcta"":100,""Incorrecta"":0}",2025-08-23 01:46:31.086623+00
100,C4,Cuestionario,Conocimiento,9,8,"En proyectos con sujetos humanos/datos sensibles, lo correcto es…",Multiple Choice (una respuesta),"[""A) Subir datos crudos a chatbots públicos"",""B) Aprobación de comité de ética, minimización/anonimización, entornos aprobados y consentimiento informado acorde al uso"",""C) Omitir consentimiento"",""D) Publicar identificadores""]",MX/LATAM,8.333333,,"{""Correcta"":100,""Incorrecta"":0}",2025-08-23 01:46:31.086623+00
101,C5,Cuestionario,Conocimiento,9,8,Apoyo en revisión por pares – práctica adecuada,Multiple Choice (una respuesta),"[""A) Pegar el manuscrito en un servicio abierto"",""B) No compartir contenido confidencial; si se usa IA, hacerlo en entornos permitidos y declararlo al editor según política"",""C) Publicarlo en redes"",""D) No leer el artículo""]",MX/LATAM,8.333333,,"{""Correcta"":100,""Incorrecta"":0}",2025-08-23 01:46:31.086623+00
102,C6,Cuestionario,Conocimiento,9,8,Para asegurar validez en LATAM,Multiple Choice (una respuesta),"[""A) Extrapolar de cualquier población"",""B) Evaluar desempeño en idioma/población local, reportar límites y adaptar métodos"",""C) Traducir y publicar"",""D) Aumentar temperatura""]",MX/LATAM,8.333333,,"{""Correcta"":100,""Incorrecta"":0}",2025-08-23 01:46:31.086623+00
103,A1,Cuestionario,Adopción,10,9,"¿Con qué frecuencia usa Gen-AI para planeación (objetivos, secuencias didácticas, rúbricas) alineada al currículo local?",Multiple Choice (escala Likert A–E),"[""A) Nunca"",""B) Rara vez (≤ 1/mes)"",""C) Ocasional (2–3/mes)"",""D) Frecuente (semanal)"",""E) Muy frecuente (diaria)""]",MX/LATAM,8.333333,"{""A"":0,""B"":25,""C"":50,""D"":75,""E"":100}","{""A"":0,""B"":25,""C"":50,""D"":75,""E"":100}",2025-08-23 01:46:31.086623+00
104,A2,Cuestionario,Adopción,10,9,"¿Con qué frecuencia genera con Gen-AI materiales (lecturas, ejercicios, exámenes, guías) y luego los valida antes de usarlos?",Multiple Choice (escala Likert A–E),"[""A) Nunca"",""B) Rara vez (≤ 1/mes)"",""C) Ocasional (2–3/mes)"",""D) Frecuente (semanal)"",""E) Muy frecuente (diaria)""]",MX/LATAM,8.333333,"{""A"":0,""B"":25,""C"":50,""D"":75,""E"":100}","{""A"":0,""B"":25,""C"":50,""D"":75,""E"":100}",2025-08-23 01:46:31.086623+00
105,A3,Cuestionario,Adopción,10,9,"¿Con qué frecuencia utiliza Gen-AI para diferenciación y adaptaciones (niveles de lectura, ejemplos locales, versiones inclusivas/accesibles)?",Multiple Choice (escala Likert A–E),"[""A) Nunca"",""B) Rara vez (≤ 1/mes)"",""C) Ocasional (2–3/mes)"",""D) Frecuente (semanal)"",""E) Muy frecuente (diaria)""]",MX/LATAM,8.333333,"{""A"":0,""B"":25,""C"":50,""D"":75,""E"":100}","{""A"":0,""B"":25,""C"":50,""D"":75,""E"":100}",2025-08-23 01:46:31.086623+00
106,A4,Cuestionario,Adopción,10,9,"¿Con qué frecuencia apoya con Gen-AI la retroalimentación personalizada (comentarios sobre tareas, sugerencias de mejora) con revisión docente?",Multiple Choice (escala Likert A–E),"[""A) Nunca"",""B) Rara vez (≤ 1/mes)"",""C) Ocasional (2–3/mes)"",""D) Frecuente (semanal)"",""E) Muy frecuente (diaria)""]",MX/LATAM,8.333333,"{""A"":0,""B"":25,""C"":50,""D"":75,""E"":100}","{""A"":0,""B"":25,""C"":50,""D"":75,""E"":100}",2025-08-23 01:46:31.086623+00
107,A5,Cuestionario,Adopción,10,9,"¿Con qué frecuencia emplea Gen-AI en evaluación (bancos de ítems, rúbricas, comentarios automáticos) con controles de plagio y answer-key revisado?",Multiple Choice (escala Likert A–E),"[""A) Nunca"",""B) Rara vez (≤ 1/mes)"",""C) Ocasional (2–3/mes)"",""D) Frecuente (semanal)"",""E) Muy frecuente (diaria)""]",MX/LATAM,8.333333,"{""A"":0,""B"":25,""C"":50,""D"":75,""E"":100}","{""A"":0,""B"":25,""C"":50,""D"":75,""E"":100}",2025-08-23 01:46:31.086623+00
108,A6,Cuestionario,Adopción,10,9,"¿Con qué frecuencia aplica políticas y salvaguardas (no subir PII/menores, declaración de uso, guardrails de sesgo/errores, registro de prompts/outputs)?",Multiple Choice (escala Likert A–E),"[""A) Nunca"",""B) Rara vez (≤ 1/mes)"",""C) Ocasional (2–3/mes)"",""D) Frecuente (semanal)"",""E) Muy frecuente (diaria)""]",MX/LATAM,8.333333,"{""A"":0,""B"":25,""C"":50,""D"":75,""E"":100}","{""A"":0,""B"":25,""C"":50,""D"":75,""E"":100}",2025-08-23 01:46:31.086623+00
109,C1,Cuestionario,Conocimiento,10,9,Práctica que mejora la calidad de salidas educativas (prompting),Multiple Choice (una respuesta),"[""A) Pedir \""hazlo mejor\"""",""B) Prompt con rol, objetivo, criterios de evaluación, ejemplos y formato de salida"",""C) Subir tareas de alumnos"",""D) Aumentar temperatura""]",MX/LATAM,8.333333,,"{""Correcta"":100,""Incorrecta"":0}",2025-08-23 01:46:31.086623+00
110,C2,Cuestionario,Conocimiento,10,9,Política adecuada sobre uso de Gen-AI por estudiantes,Multiple Choice (una respuesta),"[""A) Prohibir sin explicación"",""B) Permitir con reglas claras: declaración de uso, límites por actividad, verificación y consecuencias"",""C) Dejar a criterio del grupo"",""D) Obligar a usarlo siempre""]",MX/LATAM,8.333333,,"{""Correcta"":100,""Incorrecta"":0}",2025-08-23 01:46:31.086623+00
111,C3,Cuestionario,Conocimiento,10,9,"Con datos de estudiantes (incluidos menores) en MX/LATAM, lo correcto es…",Multiple Choice (una respuesta),"[""A) Subir listas con PII a servicios públicos"",""B) Minimizar/anonimizar, usar herramientas aprobadas por la institución y evitar PII en servicios abiertos"",""C) Compartir por chats personales"",""D) Publicar calificaciones con nombre""]",MX/LATAM,8.333333,,"{""Correcta"":100,""Incorrecta"":0}",2025-08-23 01:46:31.086623+00
112,C4,Cuestionario,Conocimiento,10,9,Riesgo típico al crear materiales con Gen-AI,Multiple Choice (una respuesta),"[""A) Más creatividad"",""B) Afirmaciones/ejemplos erróneos plausibles; requiere fact-checking y referencias"",""C) Falta de emojis"",""D) PDF pesado""]",MX/LATAM,8.333333,,"{""Correcta"":100,""Incorrecta"":0}",2025-08-23 01:46:31.086623+00
113,C5,Cuestionario,Conocimiento,10,9,"Para accesibilidad (UDL) y diversidad lingüística regional, ¿qué es mejor?",Multiple Choice (una respuesta),"[""A) Un solo registro formal"",""B) Generar múltiples niveles/formatos (lectura fácil, audio, español regional) y revisión docente"",""C) Traducir literal"",""D) Solo jerga técnica""]",MX/LATAM,8.333333,,"{""Correcta"":100,""Incorrecta"":0}",2025-08-23 01:46:31.086623+00
114,C6,Cuestionario,Conocimiento,10,9,"Al publicar materiales con Gen-AI, ¿qué revisar?",Multiple Choice (una respuesta),"[""A) Nada; todo es libre"",""B) Términos/licencias de herramienta y outputs, uso comercial, citación de fuentes y respeto a obras de terceros"",""C) Solo tipografía"",""D) Cambiar colores""]",MX/LATAM,8.333333,,"{""Correcta"":100,""Incorrecta"":0}",2025-08-23 01:46:31.086623+00
115,A1,Cuestionario,Adopción,11,10,"¿Con qué frecuencia usa Gen-AI para ideación (moodboards, concept art, style frames, storyboards) a partir de briefs de marca?",Multiple Choice (escala Likert A–E),"[""A) Nunca"",""B) Rara vez (≤ 1/mes)"",""C) Ocasional (2–3/mes)"",""D) Frecuente (semanal)"",""E) Muy frecuente (diaria)""]",MX/LATAM,8.333333,"{""A"":0,""B"":25,""C"":50,""D"":75,""E"":100}","{""A"":0,""B"":25,""C"":50,""D"":75,""E"":100}",2025-08-23 01:46:31.086623+00
116,A2,Cuestionario,Adopción,11,10,¿Con qué frecuencia genera activos (imagen/video/audio/3D) o variaciones para tests A/B con Gen-AI?,Multiple Choice (escala Likert A–E),"[""A) Nunca"",""B) Rara vez (≤ 1/mes)"",""C) Ocasional (2–3/mes)"",""D) Frecuente (semanal)"",""E) Muy frecuente (diaria)""]",MX/LATAM,8.333333,"{""A"":0,""B"":25,""C"":50,""D"":75,""E"":100}","{""A"":0,""B"":25,""C"":50,""D"":75,""E"":100}",2025-08-23 01:46:31.086623+00
117,A3,Cuestionario,Adopción,11,10,"¿Con qué frecuencia aplica Gen-AI para localización/transcreación al español regional (MX, AR, CO, CL, etc.) y adecuación cultural?",Multiple Choice (escala Likert A–E),"[""A) Nunca"",""B) Rara vez (≤ 1/mes)"",""C) Ocasional (2–3/mes)"",""D) Frecuente (semanal)"",""E) Muy frecuente (diaria)""]",MX/LATAM,8.333333,"{""A"":0,""B"":25,""C"":50,""D"":75,""E"":100}","{""A"":0,""B"":25,""C"":50,""D"":75,""E"":100}",2025-08-23 01:46:31.086623+00
118,A4,Cuestionario,Adopción,11,10,"¿Con qué frecuencia integra Gen-AI en su suite de trabajo (Adobe/Figma/Blender/DAW) con prompt libraries, versioning y asset management?",Multiple Choice (escala Likert A–E),"[""A) Nunca"",""B) Rara vez (≤ 1/mes)"",""C) Ocasional (2–3/mes)"",""D) Frecuente (semanal)"",""E) Muy frecuente (diaria)""]",MX/LATAM,8.333333,"{""A"":0,""B"":25,""C"":50,""D"":75,""E"":100}","{""A"":0,""B"":25,""C"":50,""D"":75,""E"":100}",2025-08-23 01:46:31.086623+00
119,A5,Cuestionario,Adopción,11,10,"¿Con qué frecuencia ejecuta controles de marca y seguridad (listas de exclusión, QA de claims, revisión de hallucinations, brand book aplicado) asistidos por Gen-AI?",Multiple Choice (escala Likert A–E),"[""A) Nunca"",""B) Rara vez (≤ 1/mes)"",""C) Ocasional (2–3/mes)"",""D) Frecuente (semanal)"",""E) Muy frecuente (diaria)""]",MX/LATAM,8.333333,"{""A"":0,""B"":25,""C"":50,""D"":75,""E"":100}","{""A"":0,""B"":25,""C"":50,""D"":75,""E"":100}",2025-08-23 01:46:31.086623+00
120,A6,Cuestionario,Adopción,11,10,"¿Con qué frecuencia aplica controles de IP/consentimiento/procedencia (revisión de licencias, model/output rights, releases, marcas/rostros, etiquetas de contenido sintético)?",Multiple Choice (escala Likert A–E),"[""A) Nunca"",""B) Rara vez (≤ 1/mes)"",""C) Ocasional (2–3/mes)"",""D) Frecuente (semanal)"",""E) Muy frecuente (diaria)""]",MX/LATAM,8.333333,"{""A"":0,""B"":25,""C"":50,""D"":75,""E"":100}","{""A"":0,""B"":25,""C"":50,""D"":75,""E"":100}",2025-08-23 01:46:31.086623+00
121,C1,Cuestionario,Conocimiento,11,10,¿Qué mejora la calidad/repetibilidad de salidas creativas?,Multiple Choice (una respuesta),"[""A) \""Hazlo cool\"""",""B) Brief estructurado: objetivo, audiencia, tono/brandbook, referencias, composición/aspect ratio, restricciones y negative prompts"",""C) Prompts al azar"",""D) Aumentar resolución""]",MX/LATAM,8.333333,,"{""Correcta"":100,""Incorrecta"":0}",2025-08-23 01:46:31.086623+00
122,C2,Cuestionario,Conocimiento,11,10,"Antes de usar un activo generado, ¿qué es crítico?",Multiple Choice (una respuesta),"[""A) Todo es libre por defecto"",""B) Revisar términos/licencias del modelo y derechos sobre outputs, uso comercial, restricciones sobre training data, y compatibilidad con la marca"",""C) Cambiar colores"",""D) Solo citar al modelo""]",MX/LATAM,8.333333,,"{""Correcta"":100,""Incorrecta"":0}",2025-08-23 01:46:31.086623+00
123,C3,Cuestionario,Conocimiento,11,10,"Para usar rostro/voz de una persona real, lo correcto es…",Multiple Choice (una respuesta),"[""A) Proceder sin permiso"",""B) Obtener consentimiento y/o releases aplicables; evitar usos engañosos y señalizar contenido sintético cuando corresponda"",""C) Editar sin avisar"",""D) Ocultar que es IA""]",MX/LATAM,8.333333,,"{""Correcta"":100,""Incorrecta"":0}",2025-08-23 01:46:31.086623+00
124,C4,Cuestionario,Conocimiento,11,10,"Con assets confidenciales de cliente, práctica adecuada",Multiple Choice (una respuesta),"[""A) Subirlos a servicios públicos"",""B) Minimizar/anonimizar; usar entornos aprobados/privados; NDAs y control de acceso; prohibir subir source files sensibles a servicios abiertos"",""C) Compartir por chats personales"",""D) Enviar a correos personales""]",MX/LATAM,8.333333,,"{""Correcta"":100,""Incorrecta"":0}",2025-08-23 01:46:31.086623+00
125,C5,Cuestionario,Conocimiento,11,10,"Para evitar estereotipos y asegurar pertinencia regional, ayuda más…",Multiple Choice (una respuesta),"[""A) Un solo \""español neutro\"""",""B) Prompts inclusivos con guías culturales locales, revisión humana y pruebas con audiencias meta"",""C) Traducir literal"",""D) Aumentar temperatura""]",MX/LATAM,8.333333,,"{""Correcta"":100,""Incorrecta"":0}",2025-08-23 01:46:31.086623+00
126,C6,Cuestionario,Conocimiento,11,10,¿Qué mejora reproducibilidad y auditoría creativa?,Multiple Choice (una respuesta),"[""A) No guardar nada"",""B) Registrar prompts, semillas, versión del modelo, parámetros, fuentes, derechos/licencias y etiquetas de procedencia cuando aplique"",""C) Solo exportar el JPG final"",""D) Cambiar nombre del archivo""]",MX/LATAM,8.333333,,"{""Correcta"":100,""Incorrecta"":0}",2025-08-23 01:46:31.086623+00